END_REASON_ID,END_REASON_DESCRIPTION,END_REASON_DESCRIPTION CLEAR
10,Жирэмсний амралттай хүний оронд түр ажиллаж байгаад өөр цэцэрлэгт арга зүйчээр шилжив.,хүний оронд түр ажиллаж байсан
13,ЗГ-ын тогтоолоор Санхүү алба үүссэний улмаас сумын ЗДТГ-т боловсрол хариуцсан нягтлан бодогчоор шилжсэн,дэвшин ажиллахаар
11,ЗДТГ-т харяаълагддаг болсон,өөрийн хүсэлтээр
13,ЗДТГ-т шилжсэн.,дэвшин ажиллахаар
9,ЗДТГ-ын нягтлан бодогч  хийж байгаад сургуулийн нягтлан бодогчоор ажилд орсон.,нутаг дотроо шилжин ажиллахаар болсон
13,ЗДТГазарт няраваар ажиллах болсон тул,дэвшин ажиллахаар
9,Заамар сум руу шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Завхан аймгийн Худалдааны техник мэргэжлийн сургуулийг төгссөн,нутаг дотроо шилжин ажиллахаар болсон
9,Засаг даргын захирамжаар бүх ажилчдыг өөр цэцэрлэгт шилжүүлсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Засаг даргын тамгын газар,нутаг дотроо шилжин ажиллахаар болсон
13,Захирал,дэвшин ажиллахаар
4,Захиргааны шийдвэрээр,халагдсан
9,Зуунмод хотын 6-р цэцэрлэгт томилогдсон,нутаг дотроо шилжин ажиллахаар болсон
4,Зүүн бүрэн сумын 10 жилийн сургуулийн захирлын 03 тоот тушаалаар чөлөөлөв.,халагдсан
13,ИТХ-ын даргаар томилогдсон,дэвшин ажиллахаар
9,Иргэний нисэхийн үндэсний төв,нутаг дотроо шилжин ажиллахаар болсон
14,Их засагт багшилахаар,хот суурин газар руу шилжин ажиллахаар болсон
14,Их сургуульд багшлах,хот суурин газар руу шилжин ажиллахаар болсон
8,Их-Уул ЕБС-д шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
13,МОХС-д цалин өндөр тул ахлах нягтлан бодогчоор ажилд орсон,дэвшин ажиллахаар
13,МСҮТ-д сургалтын албаны даргаар ажиллах болсон,дэвшин ажиллахаар
9,МХБ-д ажиллах болсон,нутаг дотроо шилжин ажиллахаар болсон
9,"Мандал сургууль шинээр үүсэж тус сургуулийн багш, сурагчид шилжсэн.",нутаг дотроо шилжин ажиллахаар болсон
9,Могойн бага сургуульд жижүүрээр орсон,нутаг дотроо шилжин ажиллахаар болсон
14,Монгени сургуульд шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
11,"Мэдлэг боловсролоо дээшлүүлэн сурч ,эзэмшсэн мэргэжлийнхээ дагуу шилжиж ажиллахаар чөлөөлөглсөн.",өөрийн хүсэлтээр
9,Мэргэд сургуульд математикийн багшаар,нутаг дотроо шилжин ажиллахаар болсон
11,Мэргэжлийн ажил гарсан тул өөрийн хүсэлтээр ажлаас чөлөөлөгдсөн.,өөрийн хүсэлтээр
11,Мэргэжлийн ажилд орсон,өөрийн хүсэлтээр
11,Мэргэжлийн ажилд шилжих,өөрийн хүсэлтээр
11,Мэргэжлийн ажилдаа орох болсон,өөрийн хүсэлтээр
